,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
8832,26,Sagittarius Glen,Chloe,Wilkinson,19,Head,Single,Female,University Student,None,Christian
8833,26,Sagittarius Glen,Tony,Wood,22,None,Single,Male,University Student,None,Christian
8834,27,Sagittarius Glen,Lynn,Morgan,83,Head,Widowed,Female,"Retired Accountant, chartered management",None,Christian
8835,28,Sagittarius Glen,Sally,Parker,19,Head,Divorced,Female,"Engineer, manufacturing systems",None,Catholic
8836,29,Sagittarius Glen,Beverley,Webb,70,Head,Widowed,Female,Retired Statistician,None,Christian
8837,30,Sagittarius Glen,Mohammed,Parsons,58,Head,Divorced,Male,Technical brewer,None,None
8838,31,Sagittarius Glen,Jessica,Knowles,21,Head,Single,Female,University Student,None,Catholic
8839,32,Sagittarius Glen,Reece,Fraser,82,Head,Widowed,Male,"Retired Scientist, marine",None,None
8840,33,Sagittarius Glen,Lisa,Phillips,65,Head,Widowed,Female,"Copywriter, advertising",None,Christian
8841,34,Sagittarius Glen,Jessica,Cook,79,Head,Divorced,Female,Unemployed,None,None
8842,35,Sagittarius Glen,Hilary,Bailey,39,Head,Married,Female,"Civil engineer, consulting",None,Christian
8843,35,Sagittarius Glen,Stuart,Bailey,39,Husband,Married,Male,Publishing copy,None,Christian
8844,35,Sagittarius Glen,Robert,Bailey,5,Son,NA,Male,Student,None,NA
8845,36,Sagittarius Glen,Martin,Briggs,37,Head,Divorced,Male,Volunteer coordinator,None,Christian
8846,37,Sagittarius Glen,Joseph,Edwards,32,Head,Single,Male,"Surveyor, building",None,None
8847,38,Sagittarius Glen,Lynn,Davies,39,Head,Single,Female,Museum/gallery curator,None,Catholic
8848,38,Sagittarius Glen,Michael,White,41,Partner,Single,Male,Fashion designer,None,Catholic
8849,38,Sagittarius Glen,Jodie,Davies,16,Daughter,NA,Female,Student,None,NA
8850,39,Sagittarius Glen,Barbara,Saunders,25,Head,Divorced,Female,"Civil engineer, consulting",None,Catholic
8851,40,Sagittarius Glen,Danielle,Hammond,40,Head,Single,Female,Control and instrumentation engineer,None,Christian
8852,41,Sagittarius Glen,Bethan,Smith,48,Head,Single,Female,Unemployed,None,Muslim
8853,41,Sagittarius Glen,Matthew,Porter,50,Partner,Single,Male,Trade mark attorney,None,None
8854,41,Sagittarius Glen,Fiona,Smith,8,Daughter,NA,Female,Student,None,NA
8855,42,Sagittarius Glen,Brandon,Bennett,75,Head,Widowed,Male,Retired Phytotherapist,None,Catholic
8856,43,Sagittarius Glen,Helen,Hunt,83,Head,Widowed,Female,Retired Naval architect,None,None
8857,44,Sagittarius Glen,Catherine,Baxter,18,Head,Single,Female,Student,None,NA
8858,45,Sagittarius Glen,Sandra,Adams,66,Head,Widowed,Female,Contracting civil engineer,None,Christian
8859,46,Sagittarius Glen,Kim,Lewis,36,Head,Married,Female,Chartered certified accountant,None,None
8860,46,Sagittarius Glen,Charlie,Lewis,35,Husband,Married,Male,Radio producer,None,None
8861,46,Sagittarius Glen,Nigel,Lewis,10,Son,NA,Male,Student,None,NA
8862,47,Sagittarius Glen,Edward,Robinson,64,Head,Married,Male,Psychiatric nurse,None,Methodist
8863,47,Sagittarius Glen,Brenda,Robinson,63,Wife,Married,Female,"Lecturer, further education",None,None
8864,47,Sagittarius Glen,Lorraine,Davies,12,Granddaughter,NA,Female,Student,None,NA
8865,48,Sagittarius Glen,Sarah,Skinner,76,Head,Divorced,Female,Retired Manufacturing engineer,None,Methodist
8866,49,Sagittarius Glen,Jean,Andrews,49,Head,Married,Female,Psychiatrist,None,None
8867,49,Sagittarius Glen,Andrew,Andrews,52,Husband,Married,Male,Automotive engineer,None,Catholic
8868,49,Sagittarius Glen,Callum,Andrews,15,Son,NA,Male,Student,None,NA
8869,49,Sagittarius Glen,Guy,Andrews,13,Son,NA,Male,Student,None,NA
8870,50,Sagittarius Glen,Danny,Taylor,79,Head,Divorced,Male,"Retired Education officer, museum",None,None
8871,51,Sagittarius Glen,Arthur,Howell,77,Head,Married,Male,Retired Interior and spatial designer,None,Jewish
8872,51,Sagittarius Glen,Grace,Howell,76,Wife,Married,Female,"Retired Therapist, nutritional",None,None
8873,51,Sagittarius Glen,Melanie,Howell,39,Daughter,Single,Female,Research scientist (maths),None,None
8874,52,Sagittarius Glen,Gillian,Foster,54,Head,Married,Female,Financial manager,None,Christian
8875,52,Sagittarius Glen,Russell,Foster,58,Husband,Married,Male,Professor Emeritus,None,Christian
8876,52,Sagittarius Glen,Lorraine,Foster,30,Daughter,Divorced,Female,Estate manager/land agent,None,None
8877,53,Sagittarius Glen,Andrew,Walton,87,Head,Divorced,Male,Unemployed,None,None
8878,54,Sagittarius Glen,Heather,West,18,Head,Single,Female,Student,None,NA
8879,55,Sagittarius Glen,Bethany,Baker,75,Head,Married,Female,Retired Bonds trader,None,Christian
8880,55,Sagittarius Glen,Mathew,Baker,72,Husband,Married,Male,Retired Advertising account planner,None,Christian
8881,55,Sagittarius Glen,Brian,Baker,34,Son,Divorced,Male,Trade union research officer,None,None
8882,56,Sagittarius Glen,Olivia,Clarke-Taylor,50,Head,Divorced,Female,Control and instrumentation engineer,None,None
8883,56,Sagittarius Glen,Douglas,Clarke-Taylor,13,Son,NA,Male,Student,None,NA
8884,56,Sagittarius Glen,Ryan,Clarke-Taylor,13,Son,NA,Male,Student,None,NA
8885,57,Sagittarius Glen,Holly,Skinner,73,Head,Single,Female,Retired Technical sales engineer,None,Christian
8886,58,Sagittarius Glen,Colin,Cook,51,Head,Single,Male,IT technical support officer,None,Methodist
8887,59,Sagittarius Glen,Alexander,Powell,24,Head,Single,Male,"Surveyor, building",None,Methodist
8888,1,Dublin Oval,Henry,Clarke,86,Head,Widowed,Male,Retired Automotive engineer,None,None
8889,2,Dublin Oval,Angela,Williams,56,Head,Single,Female,"Social research officer, government",None,Christian
8890,3,Dublin Oval,Melanie,Lewis,45,Head,Married,Female,Teaching laboratory technician,None,None
8891,3,Dublin Oval,Victor,Lewis,46,Husband,Married,Male,Historic buildings inspector/conservation officer,None,None
8892,3,Dublin Oval,Denis,Kelly,17,Son,NA,Male,Student,Deaf,NA
8893,4,Dublin Oval,Tony,Bibi,72,Head,Widowed,Male,"Retired Investment banker, operational",None,Christian
8894,4,Dublin Oval,Russell,Bibi,9,Grandson,NA,Male,Student,None,NA
8895,5,Dublin Oval,Jenna,Rahman,39,Head,Single,Female,Probation officer,None,None
8896,5,Dublin Oval,Kimberley,Rahman,10,Daughter,NA,Female,Student,None,NA
8897,6,Dublin Oval,Ian,Edwards,79,Head,Divorced,Male,Retired Public librarian,None,Christian
8898,7,Dublin Oval,Kieran,Allen,81,Head,Divorced,Male,"Retired Engineer, control and instrumentation",None,None
8899,8,Dublin Oval,Jemma,Wells,58,Head,Single,Female,Outdoor activities/education manager,None,None
8900,8,Dublin Oval,Jay,Thomas,59,None,Single,Male,Podiatrist,None,Christian
8901,9,Dublin Oval,Charlotte,Johnson,85,Head,Married,Female,"Retired Radiographer, therapeutic",None,None
8902,9,Dublin Oval,Allan,Johnson,89,Husband,Married,Male,Retired Media planner,None,None
8903,10,Dublin Oval,Josh,O'Brien,73,Head,Widowed,Male,"Retired Psychologist, educational",None,Christian
8904,11,Dublin Oval,Gerald,Summers,66,Head,Widowed,Male,Tree surgeon,None,Christian
8905,12,Dublin Oval,Louis,Tyler,20,Head,Single,Male,University Student,None,None
8906,13,Dublin Oval,Peter,Parry,79,Head,Divorced,Male,"Retired Engineer, maintenance",None,None
8907,14,Dublin Oval,Louis,Cox,55,Head,Single,Male,Operational investment banker,None,Methodist
8908,15,Dublin Oval,Alison,Parker,68,Head,Single,Female,Retired International aid/development worker,None,None
8909,16,Dublin Oval,Patrick,Wallace,67,Head,Widowed,Male,Psychiatrist,None,Christian
8910,17,Dublin Oval,Alexandra,Smith,48,Head,Single,Female,Financial trader,None,None
8911,17,Dublin Oval,Gary,Smith,15,Son,NA,Male,Student,None,NA
8912,18,Dublin Oval,Amber,Baker,53,Head,Single,Female,"Education officer, museum",None,Jewish
8913,19,Dublin Oval,Tracey,Roberts,42,Head,Divorced,Female,Advertising copywriter,None,Catholic
8914,20,Dublin Oval,Kimberley,Reid,69,Head,Single,Female,Retired Special educational needs teacher,None,Christian
8915,21,Dublin Oval,Mitchell,Young,34,Head,Married,Male,Unemployed,None,Muslim
8916,21,Dublin Oval,Amy,Young,31,Wife,Married,Female,Special effects artist,None,Muslim
8917,22,Dublin Oval,Rosie,Ellis,76,Head,Married,Female,Retired Medical laboratory scientific officer,None,Methodist
8918,22,Dublin Oval,Robin,Ellis,75,Husband,Married,Male,Retired Games developer,None,None
8919,23,Dublin Oval,Amanda,Smith,29,Head,Married,Female,Pathologist,None,Muslim
8920,23,Dublin Oval,Howard,Smith,30,Husband,Married,Male,Equities trader,None,Muslim
8921,23,Dublin Oval,Brett,Smith,5,Son,NA,Male,Student,None,NA
8922,24,Dublin Oval,Suzanne,Gough,71,Head,Widowed,Female,Retired Environmental consultant,None,None
8923,24,Dublin Oval,Steven,Newman-Gough,17,Grandson,NA,Male,Student,None,NA
8924,25,Dublin Oval,Kevin,Knowles,57,Head,Single,male,"Scientist, physiological",None,Christian
8925,26,Dublin Oval,Jeremy,Moran,38,Head,Single,Male,Senior tax professional/tax inspector,None,None
8926,26,Dublin Oval,Jenna,Moran,0,Daughter,NA,Female,Child,None,NA
8927,26,Dublin Oval,Chloe,Lewis,24,Lodger,Single,Female,Actor,None,Catholic
8928,27,Dublin Oval,Ellie,Wilson,60,Head,Single,Female,Lexicographer,None,Christian
8929,28,Dublin Oval,Linda,Thompson,48,Head,Single,Female,Unemployed,None,Christian
8930,28,Dublin Oval,Hayley,Thompson,24,Daughter,Single,Female,Exhibition designer,None,None
8931,29,Dublin Oval,Aaron,Watson,57,Head,Single,Male,"Engineer, automotive",None,None
8932,30,Dublin Oval,Terry,Curtis,49,Head,Single,Male,Ergonomist,None,Christian
8933,31,Dublin Oval,Nathan,Griffiths,67,Head,Married,Male,Museum education officer,None,Methodist
8934,31,Dublin Oval,Sheila,Griffiths,64,Wife,Married,Female,Sports coach,None,Methodist
8935,32,Dublin Oval,Leah,Ryan,36,Head,Divorced,Female,Unemployed,None,None
8936,32,Dublin Oval,Michael,Ryan,3,Son,NA,Male,Child,None,NA
8937,33,Dublin Oval,Cameron,Hunt,52,Head,Single,Male,Recruitment consultant,None,Catholic
8938,34,Dublin Oval,Nicola,Davies,48,Head,Married,Female,"Social research officer, government",None,None
8939,34,Dublin Oval,Steven,Davies,43,Husband,Married,Male,Unemployed,None,None
8940,34,Dublin Oval,Anthony,Davies,14,Son,NA,Male,Student,None,NA
8941,35,Dublin Oval,Paula,Russell,79,Head,Widowed,Female,"Retired Scientist, forensic",None,Christian
8942,36,Dublin Oval,Duncan,Williamson,65,Head,Married,Male,"Civil engineer, consulting",None,Christian
8943,36,Dublin Oval,Francesca,Williamson,62,Wife,Married,Female,Air traffic controller,None,Christian
8944,37,Dublin Oval,Stephanie,Morgan,54,Head,Single,Female,Further education lecturer,None,Christian
8945,38,Dublin Oval,Victor,Coles,39,Head,Married,Male,"Designer, jewellery",None,None
8946,38,Dublin Oval,Joanne,Coles,37,Wife,Married,Female,Clinical molecular geneticist,None,None
8947,38,Dublin Oval,Angela,Coles,13,Daughter,NA,Female,Student,None,NA
8948,39,Dublin Oval,Leigh,Thompson,65,Head,Single,Male,Landscape architect,None,Christian
8949,40,Dublin Oval,Helen,Thomas,56,Head,Single,Female,Advertising account executive,None,Catholic
8950,41,Dublin Oval,Anthony,Parker,76,Head,Married,Male,Unemployed,None,Christian
8951,41,Dublin Oval,Charlene,Parker,73,Wife,Married,Female,"Retired Nurse, children's",None,Christian
8952,42,Dublin Oval,Heather,Wilson,41,Head,Single,Female,Accounting technician,None,Catholic
8953,43,Dublin Oval,Grace,Smith,49,Head,Single,Female,Landscape architect,None,Christian
8954,43,Dublin Oval,Max,Smith,9,Son,NA,Male,Student,None,NA
8955,43,Dublin Oval,Iain,Smith,6,Son,NA,Male,Student,None,NA
8956,44,Dublin Oval,Gordon,Ali,69,Head,Widowed,Male,Retired Games developer,None,Christian
8957,45,Dublin Oval,Conor,Gill,33,Head,Married,Male,Chartered public finance accountant,None,Catholic
8958,45,Dublin Oval,Lorraine,Gill,31,Wife,Married,Female,Commercial art gallery manager,None,None
8959,46,Dublin Oval,Lee,Mason,88,Head,Married,Male,Retired Clinical molecular geneticist,None,None
8960,46,Dublin Oval,Marian,Mason,82,Wife,Married,Female,Retired Rural practice surveyor,None,None
8961,47,Dublin Oval,Susan,Cunningham,62,Head,Single,Female,Environmental manager,None,Christian
8962,47,Dublin Oval,Leslie,Day,27,None,Single,Male,Set designer,None,Christian
8963,47,Dublin Oval,Mandy,George,34,None,Single,Female,Artist,None,Christian
8964,48,Dublin Oval,Katie,Hartley,46,Head,Single,Female,Retail merchandiser,None,None
8965,49,Dublin Oval,Katy,North,32,Head,Married,Female,Forensic scientist,None,None
8966,49,Dublin Oval,Jay,North,39,Husband,Married,Male,Actuary,None,None
8967,49,Dublin Oval,Joanne,North,5,Daughter,NA,Female,Student,None,NA
8968,50,Dublin Oval,Tina,Morgan,23,Head,Married,Female,"Editor, film/video",None,None
8969,50,Dublin Oval,Russell,Morgan,24,Husband,Married,Male,Adult guidance worker,None,None
8970,51,Dublin Oval,Patrick,Evans,23,Head,Single,Male,Passenger transport manager,None,Sikh
8971,51,Dublin Oval,Louise,Collier,49,None,Single,Female,Water quality scientist,None,Catholic
8972,52,Dublin Oval,Chloe,Summers,84,Head,Divorced,Female,"Retired Engineer, maintenance (IT)",None,Christian
8973,53,Dublin Oval,Kim,Simpson,73,Head,Married,Female,"Retired Psychologist, counselling",None,None
8974,53,Dublin Oval,Jack,Simpson,75,Husband,Married,Male,Retired Retail banker,None,None
8975,1,Lee Road,Vincent,Pritchard,70,Head,Widowed,male,"Retired Scientist, research (physical sciences)",None,None
8976,2,Lee Road,Hayley,Taylor,75,Head,Single,Female,"Retired Teacher, primary school",None,Muslim
8977,3,Lee Road,Georgina,Smith,51,Head,Divorced,Female,"Engineer, electronics",None,Christian
8978,3,Lee Road,Barry,Smith,31,Son,Divorced,Male,"Programmer, multimedia",None,Christian
8979,4,Lee Road,Jeffrey,Jones,76,Head,Divorced,Male,Retired Financial planner,None,Catholic
8980,5,Lee Road,Marc,Turner,48,Head,Single,Male,Armed forces training and education officer,None,None
8981,5,Lee Road,Luke,Turner,10,Grandson,NA,Male,Student,None,NA
8982,6,Lee Road,Louise,Mills,34,Head,Single,Female,Catering manager,None,Jewish
8983,6,Lee Road,Paige,Williams,20,None,Single,Female,University Student,None,Methodist
8984,6,Lee Road,Kieran,Collins,24,None,Single,Male,Communications engineer,None,None
8985,7,Lee Road,Kimberley,Kennedy,52,Head,Divorced,Female,"Presenter, broadcasting",None,Christian
8986,8,Lee Road,Charlie,Gray,78,Head,Single,Male,Retired Set designer,None,Catholic
8987,9,Lee Road,Leigh,Day,62,Head,Single,Male,Science writer,None,Christian
8988,10,Lee Road,Thomas,Johnson,24,Head,Single,Male,Academic librarian,None,Catholic
8989,11,Lee Road,Janet,Dyer,28,Head,Single,Female,Unemployed,None,Christian
8990,11,Lee Road,Jodie,Goodwin,37,Lodger,Single,Female,Chartered management accountant,None,None
8991,12,Lee Road,Chelsea,Blackburn,19,Head,Single,Female,University Student,None,None
8992,12,Lee Road,Diane,Morris,18,None,Single,Female,Student,None,NA
8993,12,Lee Road,Stewart,Knight,38,None,Single,Male,Science writer,None,Catholic
8994,13,Lee Road,Margaret,King,47,Head,Married,Female,Medical secretary,None,None
8995,13,Lee Road,Bradley,Lloyd,52,Husband,Married,Male,"Editor, commissioning",None,None
8996,13,Lee Road,Marian,King,25,Daughter,Single,Female,"Civil engineer, consulting",None,None
8997,1,Simpson Lakes,Declan,Barton,74,Head,Married,Male,Retired Product manager,None,Catholic
8998,1,Simpson Lakes,Hannah,Barton,70,Wife,Married,Female,Retired Town planner,None,None
8999,2,Simpson Lakes,Frank,Chadwick,33,Head,Single,Male,"Education officer, museum",None,Catholic
9000,3,Simpson Lakes,Pamela,Owen,39,Head,Single,Female,Production engineer,None,Christian
9001,4,Simpson Lakes,Graeme,O'Neill,78,Head,Widowed,Male,Retired Retail buyer,None,Catholic
9002,5,Simpson Lakes,Ashley,Begum,99,Head,Divorced,Male,Retired Paediatric nurse,None,Christian
9003,6,Simpson Lakes,Stuart,Brown,78,Head,Widowed,Male,"Retired Psychologist, occupational",None,None
9004,7,Simpson Lakes,Joanne,Cooper,55,Head,Single,Female,Catering manager,None,Christian
9005,8,Simpson Lakes,Albert,Adams,74,Head,Divorced,Male,"Retired Designer, exhibition/display",None,Christian
9006,9,Simpson Lakes,Wendy,White,29,Head,Single,Female,Print production planner,None,Catholic
9007,10,Simpson Lakes,Lee,Stephens,56,Head,Married,Male,Animator,None,Christian
9008,10,Simpson Lakes,Christine,Stephens,52,Wife,Married,Female,Conference centre manager,None,None
9009,11,Simpson Lakes,Donna,Grant,36,Head,Single,Female,Communications engineer,None,Christian
9010,12,Simpson Lakes,Jasmine,Kirby,76,Head,Widowed,Female,Unemployed,None,Christian
9011,13,Simpson Lakes,Patrick,Murphy,52,Head,Single,Male,"Engineer, communications",None,None
9012,14,Simpson Lakes,Thomas,Brown,70,Head,Single,Male,Retired Gaffer,None,Catholic
9013,1,Stone Extensions,Sarah,Higgins,32,Head,Single,Female,"Designer, jewellery",None,None
9014,1,Stone Extensions,Philip,Richards,19,None,Single,Male,Travel agency manager,None,None
9015,1,Stone Extensions,Olivia,Richardson,50,None,Single,Female,"Nurse, mental health",None,None
9016,1,Stone Extensions,Charles,Lane,39,None,Single,Male,Tourism officer,None,None
9017,1,Stone Extensions,Lisa,Jenkins,53,None,Single,Female,Banker,None,Christian
9018,2,Stone Extensions,Rhys,Williams,75,Head,Married,Male,Retired Wellsite geologist,None,Christian
9019,2,Stone Extensions,Sally,Williams,73,Wife,Married,Female,"Retired Administrator, education",None,Christian
9020,3,Stone Extensions,Lynne,Richardson,83,Head,Widowed,Female,Retired Volunteer coordinator,None,None
9021,4,Stone Extensions,Lynda,Young,70,Head,Widowed,Female,Retired Herpetologist,None,None
9022,4,Stone Extensions,Jake,Young,45,Son,Single,Male,Licensed conveyancer,None,None
9023,5,Stone Extensions,Catherine,Davies,40,Head,Married,Female,Freight forwarder,None,None
9024,5,Stone Extensions,Liam,Davies,38,Husband,Married,Male,Prison officer,None,None
9025,5,Stone Extensions,Roy,Davies,15,Son,NA,Male,Student,None,NA
9026,5,Stone Extensions,Jane,Davies,7,Daughter,NA,Female,Student,None,NA
9027,6,Stone Extensions,Amanda,Webb,33,Head,Divorced,Female,"Exhibitions officer, museum/gallery",None,Catholic
9028,6,Stone Extensions,Nicola,Webb,2,Daughter,NA,Female,Child,None,NA
9029,7,Stone Extensions,Joanne,Wilson,24,Head,Single,Female,Health and safety adviser,None,Muslim
9030,7,Stone Extensions,Kieran,Thompson,38,None,Single,Male,Recycling officer,None,Christian
9031,8,Stone Extensions,Suzanne,Talbot,35,Head,Divorced,Female,Make,None,None
9032,8,Stone Extensions,Hugh,Hall,19,Son,Single,Male,University Student,None,None
9033,8,Stone Extensions,Zoe,Hall,15,Daughter,NA,Female,Student,None,NA
9034,8,Stone Extensions,Kim,Hall,13,Daughter,NA,Female,Student,None,NA
9035,8,Stone Extensions,Billy,Hall,11,Son,NA,Male,Student,None,NA
9036,9,Stone Extensions,Sheila,Hughes,54,Head,Married,Female,Hotel manager,None,None
9037,9,Stone Extensions,Brian,Hughes,54,Husband,Married,Male,Regulatory affairs officer,None,None
9038,9,Stone Extensions,Iain,Hughes,39,Son,Widowed,Male,Theme park manager,None,None
9039,9,Stone Extensions,Hugh,Hughes,37,Son,Single,Male,Transport planner,None,None
9040,10,Stone Extensions,Debra,Bennett,73.95582723,Head,Married,Female,Retired Hydrographic surveyor,None,Muslim
9041,10,Stone Extensions,Robert,Bennett,71.95582723,Husband,Married,Male,Retired Fisheries officer,None,None
9042,10,Stone Extensions,Georgia,Bennett,14,Daughter,NA,Female,Student,None,NA
9043,11,Stone Extensions,Marc,Hill,35,Head,Single,Male,Horticultural therapist,None,Christian
9044,12,Stone Extensions,Dorothy,Harrison,35,Head,Divorced,Female,Unemployed,None,None
9045,12,Stone Extensions,Sian,Elliott,51,Lodger,Divorced,Female,"Teacher, primary school",None,Christian
9046,13,Stone Extensions,Sheila,Matthews,40,Head,Single,Female,Company secretary,None,Catholic
9047,13,Stone Extensions,Jodie,Davis,39,None,Single,Female,Communications engineer,None,Christian
9048,13,Stone Extensions,Julie,Dodd,18,None,Single,f,Student,None,NA
9049,13,Stone Extensions,Hollie,O'Neill,25,None,Single,Female,"Production designer, theatre/television/film",None,None
9050,14,Stone Extensions,Adrian,Cole,59,Head,Single,Male,Clinical biochemist,None,Catholic
9051,14,Stone Extensions,Kim,Cole,11,Step-Daughter,NA,Female,Student,None,NA
9052,15,Stone Extensions,Ruth,Ahmed,34,Head,Married,Female,Police officer,None,None
9053,15,Stone Extensions,Matthew,Ahmed,32,Husband,Married,Male,Quarry manager,None,None
9054,16,Stone Extensions,Sandra,Gibbs,55,Head,Single,Female,Radio broadcast assistant,None,Catholic
9055,16,Stone Extensions,Charlie,Jones,56,Partner,Single,Male,Social researcher,None,None
9056,17,Stone Extensions,Nathan,Stone,33,Head,Single,Male,"Programmer, applications",None,None
9057,18,Stone Extensions,Charles,Edwards,42,Head,Single,Male,"Pharmacist, community",None,None
9058,18,Stone Extensions,Rita,Francis,56,None,Single,Female,Orthoptist,None,None
9059,19,Stone Extensions,Harriet,Clark,66,Head,Single,Female,"Teacher, music",None,Methodist
9060,19,Stone Extensions,Marcus,Brown,67,Partner,Single,Male,Child psychotherapist,None,None
9061,19,Stone Extensions,Sarah,Clark,18,Daughter,Single,Female,Student,None,None
9062,19,Stone Extensions,Sheila,Clark,17,Daughter,NA,Female,Student,None,NA
9063,19,Stone Extensions,Hilary,Clark,15,Daughter,NA,Female,Student,None,NA
9064,20,Stone Extensions,Amy,Gray,46,Head,Married,Female,Private music teacher,None,None
9065,20,Stone Extensions,Marc,Gray,47,Husband,Married,Male,Barista,None,None
9066,20,Stone Extensions,Sarah,Gray,21,Daughter,Single,Female,University Student,None,None
9067,20,Stone Extensions,Debra,Gray,18,Daughter,Single,Female,Student,None,None
9068,20,Stone Extensions,Raymond,Gray,16,Son,NA,Male,Student,None,NA
9069,21,Stone Extensions,Shannon,Wallis,70,Head,Married,Female,Retired Freight forwarder,None,Christian
9070,21,Stone Extensions,Carl,Wallis,75,Husband,Married,Male,Retired Theatre manager,None,None
9071,22,Stone Extensions,Hilary,Morris,64,Head,Married,Female,"Designer, interior/spatial",None,Christian
9072,22,Stone Extensions,Adrian,Morris,73,Husband,Married,Male,Retired Media buyer,None,None
9073,22,Stone Extensions,Max,Morris,38,Son,Divorced,Male,Geographical information systems officer,None,None
9074,22,Stone Extensions,Nicole,Morris,34,Daughter,Single,Female,Broadcast engineer,None,Christian
9075,22,Stone Extensions,Craig,Morris,32,Son,Single,Male,Private music teacher,None,Christian
9076,22,Stone Extensions,Craig,Morris,28,Son,Single,Male,Archaeologist,None,None
9077,23,Stone Extensions,Elliot,Jones,35,Head,Divorced,Male,Equities trader,None,Methodist
9078,24,Stone Extensions,Carol,Adams,53,Head,Divorced,Female,Further education lecturer,None,Catholic
9079,24,Stone Extensions,Billy,Adams,11,Son,NA,Male,Student,None,NA
9080,25,Stone Extensions,Declan,Smith,56,Head,Married,Male,Dance movement psychotherapist,None,Christian
9081,25,Stone Extensions,Mary,Smith,57,Wife,Married,Female,Barista,None,Christian
9082,26,Stone Extensions,Lucy,Gallagher,42,Head,Divorced,Female,"Nurse, adult",None,Sikh
9083,26,Stone Extensions,Damien,Gallagher,11,Adopted Son,NA,Male,Student,None,NA
9084,27,Stone Extensions,Glenn,Richards,36,Head,Single,Male,Unemployed,None,None
9085,27,Stone Extensions,Sylvia,Johnson,33,None,Single,Female,"Administrator, sports",None,None
9086,28,Stone Extensions,Georgia,Hammond,29,Head,Married,Female,Patent attorney,None,Methodist
9087,28,Stone Extensions,Mohamed,Hammond,32,Husband,Married,Male,Warden/ranger,None,Methodist
9088,29,Stone Extensions,Brett,White,72,Head,Married,Male,Retired Forensic psychologist,None,Catholic
9089,29,Stone Extensions,Susan,White,68,Wife,Married,Female,"Retired Clinical scientist, histocompatibility and immunogenetics",None,Catholic
9090,30,Stone Extensions,Mohammed,Kemp-Hughes,76,Head,Married,Male,Retired Glass blower/designer,None,None
9091,30,Stone Extensions,Donna,Kemp-Hughes,71,Wife,Married,Female,Retired Mechanical engineer,None,None
9092,31,Stone Extensions,Phillip,Elliott,71,Head,Married,Male,"Retired Solicitor, Scotland",None,None
9093,31,Stone Extensions,Julia,Elliott,71,Wife,Married,Female,"Retired Doctor, general practice",None,None
9094,32,Stone Extensions,Kathleen,Rowley,75,Head,Widowed,Female,"Retired Conservator, furniture",None,Christian
9095,32,Stone Extensions,Clifford,Rowley,42,Son,Divorced,Male,"Scientist, research (physical sciences)", ,None
9096,33,Stone Extensions,Kathryn,Wright,25,Head,Single,Female,Research scientist (life sciences),None,Methodist
9097,33,Stone Extensions,Leigh,Taylor,38,None,Single,Male,Paramedic,None,None
9098,34,Stone Extensions,Charles,Turnbull,24,Head,Single,Male,"Accountant, chartered certified",None,Catholic
9099,35,Stone Extensions,Judith,Stewart,39,Head,Divorced,Female,Garment/textile technologist,None,None
9100,35,Stone Extensions,Clifford,Stewart,16,Son,NA,Male,Student,None,NA
9101,35,Stone Extensions,Charlotte,Stewart,10,Daughter,NA,Female,Student,None,NA
9102,36,Stone Extensions,Connor,Begum,21,Head,Married,Male,University Student,None,None
9103,36,Stone Extensions, ,Begum,19,Wife,Married,Female,University Student,None,None
9104,37,Stone Extensions,Gillian,Metcalfe,41,Head,Married,Female,Field seismologist,None,Christian
9105,37,Stone Extensions,Shane,Metcalfe,40,Husband,Married,Male,"Horticulturist, amenity",Disabled,None
9106,37,Stone Extensions,Gerard,Metcalfe,13,Son,NA,Male,Student,None,NA
9107,37,Stone Extensions,Amanda,Metcalfe,10,Daughter,NA,Female,Student,None,NA
9108,38,Stone Extensions,Hollie,Barrett,77,Head,Single,Female,Retired Chiropractor,None,Catholic
9109,39,Stone Extensions,Jay,Palmer,18,Head,Married,Male,Student,None,NA
9110,39,Stone Extensions,Kim,Palmer,19,Wife,Married,Female,University Student,None,None
9111,40,Stone Extensions,Kathryn,Rowe,54,Head,Married,Female,Web designer,None,Christian
9112,40,Stone Extensions,Luke,Rowe,54,Husband,Married,Male,Clinical biochemist,None,Christian
9113,40,Stone Extensions,Dominic,Rowe,16,Son,NA,Male,Student,None,NA
9114,41,Stone Extensions,Rosie,Walker,42,Head,Single,Female,Systems developer,None,Christian
9115,42,Stone Extensions,Callum,Roberts,25,Head,Divorced,Male,Dealer,None,None
9116,42,Stone Extensions,Amanda,Rahman,34,None,Single,Female,"Buyer, retail",None,None
9117,42,Stone Extensions,Max,Griffiths,22,None,Single,Male,University Student,None,None
9118,42,Stone Extensions,Dylan,Moran,50,None,Single,Male,"Therapist, sports",None,Christian
9119,43,Stone Extensions,Jay,Evans,52,Head,Married,Male,"Production assistant, radio",None,None
9120,43,Stone Extensions,Amber,Evans,53,Wife,Married,Female,Unemployed,None,None
9121,43,Stone Extensions,Gerard,Evans,16,Son,NA,Male,Student,None,NA
9122,44,Stone Extensions,Lewis,Bradshaw,59,Head,Single,Male,Claims inspector/assessor,None,Christian
9123,44,Stone Extensions,Gail,White,19,None,Single,Female,University Student,None,Christian
9124,44,Stone Extensions,Adam,Barnes,30,None,Single,Male,Economist,None,Christian
